	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_verbosity	param_use_label_encoder	param_subsample	param_objective	param_n_estimators	param_min_child_weight	param_max_depth	param_learning_rate	param_gamma	param_eta	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.34452114105224607	0.016947343943310215	0.005063629150390625	0.0005263692755452609	0	False	0.6	binary:logistic	267	13	9	0.4118	0.215	0.98	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6, 'objective': 'binary:logistic', 'n_estimators': 267, 'min_child_weight': 13, 'max_depth': 9, 'learning_rate': 0.4118, 'gamma': 0.215, 'eta': 0.98}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
1	0.4368553638458252	0.010020783491866792	0.004414701461791992	0.00046534397792672534	0	False	0.6950000000000001	binary:logistic	250	5	2	0.3481	0.01	0.93	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6950000000000001, 'objective': 'binary:logistic', 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 2, 'learning_rate': 0.3481, 'gamma': 0.01, 'eta': 0.93}	0.8205128205128205	0.717948717948718	0.7317073170731708	0.7999999999999999	0.787878787878788	0.7716095286826994	0.039834429098933345	41
2	0.5428374290466309	0.029091352263682636	0.004360342025756836	0.00024859349033385443	0	False	0.77	binary:logistic	255	2	13	0.2746	0.325	0.99	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.77, 'objective': 'binary:logistic', 'n_estimators': 255, 'min_child_weight': 2, 'max_depth': 13, 'learning_rate': 0.2746, 'gamma': 0.325, 'eta': 0.99}	0.7777777777777778	0.6842105263157895	0.7999999999999999	0.7777777777777778	0.8333333333333333	0.7746198830409357	0.04956857061462698	37
3	0.2726080894470215	0.007694816073726444	0.004115867614746094	8.562306617806516e-05	0	False	0.72	binary:logistic	199	13	15	0.4853	0.105	0.48	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.72, 'objective': 'binary:logistic', 'n_estimators': 199, 'min_child_weight': 13, 'max_depth': 15, 'learning_rate': 0.4853, 'gamma': 0.105, 'eta': 0.48}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
4	0.45731725692749026	0.010241188513784439	0.004555034637451172	0.0003402417872277383	0	False	0.73	binary:logistic	226	3	6	0.3334	0.01	0.32	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.73, 'objective': 'binary:logistic', 'n_estimators': 226, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.3334, 'gamma': 0.01, 'eta': 0.32}	0.7499999999999999	0.717948717948718	0.7692307692307693	0.7272727272727272	0.8108108108108107	0.7550526050526051	0.033117810055430734	46
5	0.25394277572631835	0.0064795954011795335	0.00415654182434082	0.00017594460206712712	0	False	0.6	binary:logistic	179	13	3	0.3285	0.01	0.91	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6, 'objective': 'binary:logistic', 'n_estimators': 179, 'min_child_weight': 13, 'max_depth': 3, 'learning_rate': 0.3285, 'gamma': 0.01, 'eta': 0.91}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
6	0.3226890563964844	0.006356379687354049	0.004042530059814453	0.00013586500656366317	0	False	0.98	binary:logistic	232	20	8	0.1962	0.245	0.65	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.98, 'objective': 'binary:logistic', 'n_estimators': 232, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.1962, 'gamma': 0.245, 'eta': 0.65}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
7	0.4134267807006836	0.0037785909917784463	0.004143810272216797	9.552306350909551e-05	0	False	0.89	binary:logistic	298	15	14	0.2893	0.34	0.23	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.89, 'objective': 'binary:logistic', 'n_estimators': 298, 'min_child_weight': 15, 'max_depth': 14, 'learning_rate': 0.2893, 'gamma': 0.34, 'eta': 0.23}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
8	0.13387298583984375	0.0037995659032914776	0.004145669937133789	0.00017457817833062226	0	False	0.575	binary:logistic	88	8	8	0.08839999999999999	0.01	0.39	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.575, 'objective': 'binary:logistic', 'n_estimators': 88, 'min_child_weight': 8, 'max_depth': 8, 'learning_rate': 0.08839999999999999, 'gamma': 0.01, 'eta': 0.39}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
9	0.19911775588989258	0.011274841649577021	0.004204988479614258	0.00041990148568797354	0	False	0.6950000000000001	binary:logistic	141	13	11	0.1815	0.015	0.34	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6950000000000001, 'objective': 'binary:logistic', 'n_estimators': 141, 'min_child_weight': 13, 'max_depth': 11, 'learning_rate': 0.1815, 'gamma': 0.015, 'eta': 0.34}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	3
10	0.2185215473175049	0.00882999108684936	0.004113960266113281	7.92345543123723e-05	0	False	0.905	binary:logistic	144	11	10	0.3628	0.22	0.98	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.905, 'objective': 'binary:logistic', 'n_estimators': 144, 'min_child_weight': 11, 'max_depth': 10, 'learning_rate': 0.3628, 'gamma': 0.22, 'eta': 0.98}	0.7804878048780488	0.7727272727272727	0.75	0.8292682926829268	0.7777777777777778	0.7820522296132052	0.02593983507716043	32
11	0.15041260719299315	0.0016598382673897799	0.004324960708618164	0.00023336200066207145	0	False	0.97	binary:logistic	99	12	4	0.3922	0.185	0.36	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.97, 'objective': 'binary:logistic', 'n_estimators': 99, 'min_child_weight': 12, 'max_depth': 4, 'learning_rate': 0.3922, 'gamma': 0.185, 'eta': 0.36}	0.761904761904762	0.8181818181818181	0.7619047619047621	0.7727272727272727	0.85	0.792943722943723	0.03529283005620344	1
