	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_verbosity	param_use_label_encoder	param_subsample	param_objective	param_n_estimators	param_min_child_weight	param_max_depth	param_learning_rate	param_gamma	param_eta	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	4.880491590499878	0.017929655302648208	0.010867977142333984	0.000727461002604757	0	False	0.6799999999999999	binary:logistic	223	7	12	0.0541	0.25	0.51	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6799999999999999, 'objective': 'binary:logistic', 'n_estimators': 223, 'min_child_weight': 7, 'max_depth': 12, 'learning_rate': 0.0541, 'gamma': 0.25, 'eta': 0.51}	0.8749999999999999	0.8450704225352113	0.8615384615384616	0.787878787878788	0.8405797101449276	0.8420134764194775	0.02970286481303415	31
1	4.1311040878295895	0.048900507451337775	0.013628244400024414	0.002327545901673229	0	False	0.6950000000000001	binary:logistic	260	14	12	0.2697	0.215	0.36	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6950000000000001, 'objective': 'binary:logistic', 'n_estimators': 260, 'min_child_weight': 14, 'max_depth': 12, 'learning_rate': 0.2697, 'gamma': 0.215, 'eta': 0.36}	0.8985507246376812	0.7941176470588235	0.8615384615384616	0.7164179104477612	0.8450704225352113	0.8231390332435877	0.06304611651075584	40
2	3.4352808475494383	0.08051464517199144	0.011531305313110352	0.00047113823930446656	0	False	0.565	binary:logistic	199	4	12	0.4167	0.38	0.8300000000000001	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.565, 'objective': 'binary:logistic', 'n_estimators': 199, 'min_child_weight': 4, 'max_depth': 12, 'learning_rate': 0.4167, 'gamma': 0.38, 'eta': 0.8300000000000001}	0.8656716417910447	0.78125	0.9411764705882354	0.8125	0.904109589041096	0.8609415402840753	0.058345218746029666	16
3	1.6548427104949952	0.038319974423161755	0.01399545669555664	0.001822561309739344	0	False	0.645	binary:logistic	86	10	13	0.4069	0.21	0.64	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.645, 'objective': 'binary:logistic', 'n_estimators': 86, 'min_child_weight': 10, 'max_depth': 13, 'learning_rate': 0.4069, 'gamma': 0.21, 'eta': 0.64}	0.9253731343283583	0.7999999999999999	0.9275362318840579	0.7352941176470589	0.8611111111111112	0.8498629189941174	0.07412661993337955	28
4	8.78171968460083	0.14686369322673196	0.01251082420349121	0.0007083839187511467	0	False	0.565	binary:logistic	278	2	10	0.0247	0.45	0.31	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.565, 'objective': 'binary:logistic', 'n_estimators': 278, 'min_child_weight': 2, 'max_depth': 10, 'learning_rate': 0.0247, 'gamma': 0.45, 'eta': 0.31}	0.923076923076923	0.8358208955223881	0.909090909090909	0.8	0.9014084507042254	0.873879435678889	0.04759140844620041	6
5	3.437251424789429	0.062083432838453634	0.012600278854370118	0.0005949691306254547	0	False	0.925	binary:logistic	200	17	14	0.3628	0.23	0.28	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.925, 'objective': 'binary:logistic', 'n_estimators': 200, 'min_child_weight': 17, 'max_depth': 14, 'learning_rate': 0.3628, 'gamma': 0.23, 'eta': 0.28}	0.8823529411764706	0.8169014084507041	0.8437500000000001	0.7462686567164178	0.9014084507042254	0.8381362914095636	0.05455377996243055	32
6	3.490197277069092	0.0390642078102467	0.012617778778076173	0.0011419278145299923	0	False	0.72	binary:logistic	183	18	10	0.0639	0.385	0.56	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.72, 'objective': 'binary:logistic', 'n_estimators': 183, 'min_child_weight': 18, 'max_depth': 10, 'learning_rate': 0.0639, 'gamma': 0.385, 'eta': 0.56}	0.8253968253968255	0.7692307692307693	0.8064516129032259	0.6857142857142857	0.8732394366197184	0.7920065859729649	0.06283173376336473	47
7	4.143129205703735	0.20011806700946913	0.011749649047851562	0.0009192631616428619	0	False	0.99	binary:logistic	227	8	3	0.3579	0.23500000000000001	0.42	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.99, 'objective': 'binary:logistic', 'n_estimators': 227, 'min_child_weight': 8, 'max_depth': 3, 'learning_rate': 0.3579, 'gamma': 0.23500000000000001, 'eta': 0.42}	0.923076923076923	0.8529411764705882	0.8615384615384616	0.7941176470588236	0.904109589041096	0.8671567594371785	0.044857410367984143	13
8	3.8514570236206054	0.018874600122278998	0.012937021255493165	0.0021467624867448974	0	False	0.6950000000000001	binary:logistic	253	16	9	0.3334	0.115	0.75	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.6950000000000001, 'objective': 'binary:logistic', 'n_estimators': 253, 'min_child_weight': 16, 'max_depth': 9, 'learning_rate': 0.3334, 'gamma': 0.115, 'eta': 0.75}	0.8787878787878787	0.7575757575757576	0.8955223880597014	0.7761194029850748	0.8767123287671234	0.8369435512351071	0.057901307790329024	33
9	2.4265011310577393	0.07737549791753386	0.012096548080444336	0.0010717535701092714	0	False	0.7	binary:logistic	146	19	3	0.1913	0.085	0.93	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.7, 'objective': 'binary:logistic', 'n_estimators': 146, 'min_child_weight': 19, 'max_depth': 3, 'learning_rate': 0.1913, 'gamma': 0.085, 'eta': 0.93}	0.819672131147541	0.7741935483870968	0.8437500000000001	0.6865671641791045	0.8732394366197184	0.7994844560666923	0.06511024893170554	43
10	2.9594096183776855	0.04267523494562791	0.01441335678100586	0.002784573451851448	0	False	0.69	binary:logistic	144	18	6	0.0492	0.185	0.89	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.69, 'objective': 'binary:logistic', 'n_estimators': 144, 'min_child_weight': 18, 'max_depth': 6, 'learning_rate': 0.0492, 'gamma': 0.185, 'eta': 0.89}	0.7142857142857143	0.7941176470588235	0.7868852459016394	0.6865671641791045	0.8450704225352113	0.7653852387920985	0.05737766183658546	50
11	4.47342004776001	0.08876326909048016	0.012578535079956054	0.0006844493627528415	0	False	0.73	binary:logistic	240	8	11	0.1962	0.305	0.64	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.73, 'objective': 'binary:logistic', 'n_estimators': 240, 'min_child_weight': 8, 'max_depth': 11, 'learning_rate': 0.1962, 'gamma': 0.305, 'eta': 0.64}	0.9411764705882353	0.8405797101449276	0.9117647058823529	0.7761194029850748	0.8918918918918919	0.8723064362984964	0.05821023494624258	7
12	2.4514743804931642	0.02937875437130485	0.013012504577636719	0.0013139034358452372	0	False	0.915	binary:logistic	111	13	2	0.0639	0.1	0.75	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.915, 'objective': 'binary:logistic', 'n_estimators': 111, 'min_child_weight': 13, 'max_depth': 2, 'learning_rate': 0.0639, 'gamma': 0.1, 'eta': 0.75}	0.84375	0.8405797101449276	0.888888888888889	0.75	0.8611111111111112	0.8368659420289856	0.04669280337730761	34
13	2.9316150665283205	0.02530927638667046	0.012542486190795898	0.0012839483999419847	0	False	0.54	binary:logistic	185	12	13	0.2795	0.41000000000000003	0.9	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.54, 'objective': 'binary:logistic', 'n_estimators': 185, 'min_child_weight': 12, 'max_depth': 13, 'learning_rate': 0.2795, 'gamma': 0.41000000000000003, 'eta': 0.9}	0.8358208955223881	0.7761194029850745	0.8125	0.6956521739130436	0.8533333333333333	0.7946851611507679	0.05585936835190087	46
14	3.9235320568084715	0.1273501581507543	0.012576103210449219	0.0008550503995755867	0	False	0.545	binary:logistic	231	8	7	0.1962	0.465	0.77	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.545, 'objective': 'binary:logistic', 'n_estimators': 231, 'min_child_weight': 8, 'max_depth': 7, 'learning_rate': 0.1962, 'gamma': 0.465, 'eta': 0.77}	0.8985507246376812	0.8169014084507041	0.8787878787878788	0.787878787878788	0.888888888888889	0.8542015377287882	0.043736844121370896	22
