	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_verbosity	param_use_label_encoder	param_subsample	param_objective	param_n_estimators	param_min_child_weight	param_max_depth	param_learning_rate	param_gamma	param_eta	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	5.685340404510498	0.1535141730106892	0.008245229721069336	0.001372891333155278	0	False	0.67	binary:logistic	300	3	4	0.0394	0.435	0.84	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.67, 'objective': 'binary:logistic', 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.0394, 'gamma': 0.435, 'eta': 0.84}	0.7499999999999999	0.717948717948718	0.6486486486486486	0.8108108108108107	0.7428571428571428	0.7340530640530639	0.05249158483229289	31
1	3.7126433849334717	0.1461358269864094	0.008422374725341797	0.0009801277305242025	0	False	0.95	binary:logistic	190	5	3	0.1668	0.47500000000000003	0.81	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.95, 'objective': 'binary:logistic', 'n_estimators': 190, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1668, 'gamma': 0.47500000000000003, 'eta': 0.81}	0.7499999999999999	0.631578947368421	0.6486486486486486	0.8108108108108107	0.7272727272727272	0.7136622268201214	0.06619359027253749	42
2	5.60290641784668	0.09506773372256148	0.008559656143188477	0.0003824271882076558	0	False	0.87	binary:logistic	264	1	12	0.3432	0.3	0.33	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.87, 'objective': 'binary:logistic', 'n_estimators': 264, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.3432, 'gamma': 0.3, 'eta': 0.33}	0.717948717948718	0.7804878048780488	0.6842105263157895	0.8108108108108107	0.7894736842105262	0.7565863088327786	0.04759049256201308	27
3	4.032213258743286	0.024048038434910508	0.008583879470825196	0.0005891531323466014	0	False	0.97	binary:logistic	230	13	9	0.3726	0.13	0.8	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.97, 'objective': 'binary:logistic', 'n_estimators': 230, 'min_child_weight': 13, 'max_depth': 9, 'learning_rate': 0.3726, 'gamma': 0.13, 'eta': 0.8}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
4	2.8748422622680665	0.016190192393295933	0.008019018173217773	0.000582542325290175	0	False	0.9650000000000001	binary:logistic	162	12	14	0.11289999999999999	0.025	0.15	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.9650000000000001, 'objective': 'binary:logistic', 'n_estimators': 162, 'min_child_weight': 12, 'max_depth': 14, 'learning_rate': 0.11289999999999999, 'gamma': 0.025, 'eta': 0.15}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
5	1.8092548370361328	0.03730176908466644	0.008976554870605469	0.00181412611046524	0	False	0.86	binary:logistic	96	15	13	0.2991	0.41500000000000004	0.25	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.86, 'objective': 'binary:logistic', 'n_estimators': 96, 'min_child_weight': 15, 'max_depth': 13, 'learning_rate': 0.2991, 'gamma': 0.41500000000000004, 'eta': 0.25}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
6	3.5856555938720702	0.04508141279328861	0.007731437683105469	0.0004730829509773923	0	False	0.64	binary:logistic	184	2	11	0.1423	0.435	0.78	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.64, 'objective': 'binary:logistic', 'n_estimators': 184, 'min_child_weight': 2, 'max_depth': 11, 'learning_rate': 0.1423, 'gamma': 0.435, 'eta': 0.78}	0.7804878048780488	0.7499999999999999	0.65	0.8108108108108107	0.7272727272727272	0.7437142685923173	0.05467437752132599	29
7	2.7618183135986327	0.02402037663129284	0.007529354095458985	0.0002799903013416659	0	False	0.52	binary:logistic	164	18	2	0.2403	0.355	0.76	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.52, 'objective': 'binary:logistic', 'n_estimators': 164, 'min_child_weight': 18, 'max_depth': 2, 'learning_rate': 0.2403, 'gamma': 0.355, 'eta': 0.76}	0.0	0.0	0.0	0.0	0.7906976744186047	0.15813953488372096	0.3162790697674419	49
8	4.625730800628662	0.033289203519794225	0.008254432678222656	0.0012514949780002456	0	False	0.775	binary:logistic	284	19	4	0.4706	0.12	0.92	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.775, 'objective': 'binary:logistic', 'n_estimators': 284, 'min_child_weight': 19, 'max_depth': 4, 'learning_rate': 0.4706, 'gamma': 0.12, 'eta': 0.92}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
9	4.6231180191040036	0.0193686827880683	0.008845996856689454	0.0010019474724297075	0	False	0.935	binary:logistic	282	15	11	0.019799999999999998	0.3	0.96	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.935, 'objective': 'binary:logistic', 'n_estimators': 282, 'min_child_weight': 15, 'max_depth': 11, 'learning_rate': 0.019799999999999998, 'gamma': 0.3, 'eta': 0.96}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
10	4.474188661575317	0.021012712951884477	0.008039712905883789	0.0007657290659349506	0	False	0.7050000000000001	binary:logistic	274	18	11	0.1325	0.045	0.38	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.7050000000000001, 'objective': 'binary:logistic', 'n_estimators': 274, 'min_child_weight': 18, 'max_depth': 11, 'learning_rate': 0.1325, 'gamma': 0.045, 'eta': 0.38}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
11	3.681027126312256	0.02688573697920822	0.007736873626708984	0.00044912097923947034	0	False	0.765	binary:logistic	223	12	4	0.16190000000000002	0.085	0.6900000000000001	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.765, 'objective': 'binary:logistic', 'n_estimators': 223, 'min_child_weight': 12, 'max_depth': 4, 'learning_rate': 0.16190000000000002, 'gamma': 0.085, 'eta': 0.6900000000000001}	0.8	0.8	0.7727272727272727	0.7727272727272727	0.7906976744186047	0.78723044397463	0.012319324344963863	1
12	3.528877830505371	0.09662023282836854	0.007820510864257812	0.00034088453118042404	0	False	0.585	binary:logistic	195	5	8	0.1325	0.43	0.48	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.585, 'objective': 'binary:logistic', 'n_estimators': 195, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1325, 'gamma': 0.43, 'eta': 0.48}	0.7999999999999999	0.7000000000000001	0.6315789473684211	0.7894736842105262	0.6875	0.7217105263157895	0.06401014895292044	39
13	1.7483498096466064	0.03636299012720607	0.007789039611816406	0.00030336148405944865	0	False	0.685	binary:logistic	70	3	7	0.019799999999999998	0.34	0.96	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.685, 'objective': 'binary:logistic', 'n_estimators': 70, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.019799999999999998, 'gamma': 0.34, 'eta': 0.96}	0.7499999999999999	0.7317073170731708	0.6315789473684211	0.8108108108108107	0.8205128205128205	0.7489219791530445	0.06785627440177036	28
14	3.4859310150146485	0.03236562378976354	0.00909419059753418	0.0010601111370136997	0	False	0.925	binary:logistic	158	2	13	0.1325	0.265	0.99	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.925, 'objective': 'binary:logistic', 'n_estimators': 158, 'min_child_weight': 2, 'max_depth': 13, 'learning_rate': 0.1325, 'gamma': 0.265, 'eta': 0.99}	0.7499999999999999	0.6486486486486486	0.6666666666666667	0.7222222222222222	0.7222222222222222	0.7019519519519519	0.03799125198146291	45
15	3.303789567947388	0.0491384809434656	0.009156179428100587	0.0021562156468589396	0	False	0.8200000000000001	binary:logistic	164	6	10	0.0541	0.075	0.51	{'verbosity': 0, 'use_label_encoder': False, 'subsample': 0.8200000000000001, 'objective': 'binary:logistic', 'n_estimators': 164, 'min_child_weight': 6, 'max_depth': 10, 'learning_rate': 0.0541, 'gamma': 0.075, 'eta': 0.51}	0.761904761904762	0.7317073170731708	0.6486486486486486	0.8108108108108107	0.6470588235294118	0.7200260723933607	0.06411099885229121	40
